,name,link,research_interest,ID
86,Dr Said Khelwatty,https://www.kingston.ac.uk/staff/profile/dr-said-khelwatty-424/,"

I have an extensive research background with particular expertise in translational cancer research. I draw strong technical and analytical expertise in biological and clinical significance of growth factor receptor family with tyrosine kinase activity and cancer stem cells in human malignancies, in particular colorectal cancer.
Currently my research interests are in the following areas:
1.	Biological and clinical significance and targeting of growth factor receptors with 	tyrosine kinase 	activities in human cancers.
2.	Predictive biomarkers for response to therapy in colorectal cancer.
3.	Development of monoclonal antibody (mAb) products for use in colorectal cancer diagnosis and 	therapy
Research Student Supervision
Ms Noor Khalaf - Brain Cancer
Ms Narmin Nahi - Stomach Cancer Areas of specialism

Cell Culture
Histopathology
Molecular Diagnostics
Drug Resistance Development
Monoclonal Antibodies

Scholarly affiliations

British Association for Cancer Research
American Association for Cancer Research

Publications",778
87,Dr Mouhamad Khoder,https://www.kingston.ac.uk/staff/profile/dr-mouhamad-khoder-455/,"

Research student supervision

Miss Nihad Alhashimi
Miss Ferah Arshad

Publications",779
88,Dr David Kidd,https://www.kingston.ac.uk/staff/profile/dr-david-kidd-50/,"

My research is concerned with the application of geographical information systems in evolutionary, ecological and environmental science with an emphasis on data integration and visualization. I write and maintain the Geophylobuilder for ArcGIS add-on that georeferences evolutionary trees for display on a map or as a 3D space-time visualisation. A collaboration with Dr. Constantino Macias-Garcia at UNAM, Mexico City, is using this software with environmental and geological data to understand how the Goodeide family of Mexican fish evolved over the last 15 million years with the rise of the Trans-Mexican Volcanic Belt. I am also working with the South East Rivers Trust on developing a web mapping portal for the Hogsmill River that flows through the Penrhyn Road Campus.
Publications",780
89,Dr Ruth Kirk,https://www.kingston.ac.uk/staff/profile/dr-ruth-kirk-137/,"

My current research interests are:

UK Digenean Diversity Project - identification of digenean parasites transmitted by aquatic snail hosts and determination of their biomedical and zoonotic importance
 Incidence, impacts and assessing risk of cercarial dermatitis 
Cell signalling and drug resistance in schistosomes
UK Mosquito Watch - a survey of UK mosquito species and surveillance for invasive species
 Areas of specialism

Aquatic parasitology

Scholarly affiliations

Member of the British Society for Parasitology
Fellow of the Linnean Society
Fellow of the Zoological Society of London

Research student supervision

Miss Nancy Adamma Aguoru
Miss Shradha Maharjan
Miss Eman Shakir

Publications",781
90,Dr Mariko Kishi,https://www.kingston.ac.uk/staff/profile/dr-mariko-kishi-225/,"

Publications",782
91,Dr Spiridon (Spiros) Koutsonas,https://www.kingston.ac.uk/staff/profile/dr-spiridon-spiros-koutsonas-777/,"

Achievements:Worldwide Winner JEC Composites innovation award of 2011 in Paris was given for the manufacture of the 3D preform with Sigmatex, which studied in part on the Finite Element Analysis (FEA) analysis Computational Fluid Dynamics presented on my PhD thesis as part of ACTS (Advanced Composites Truss Structures) project. 
·         Fluid flow behavior
·         Design and Manufacturing of novel Advanced Composites Truss Structures for existing metallic structures replacements
·         Design and Manufacturing and of new experimental textiles for composites.
·         Nano-materials manufacturing for energy storage
·         Modelling Fluid flow of Liquid moulding processes in Polymer Composites (variability and race-tracking) on advanced composites structures manufacturing.
·         Study of converging diverging fluid flow in order to avoid void formation during Composites manufacturing in Liquid Composites Techniques.
·         Modelling High surface area for super-capacitor, fuel-cells and batteries
·         Modelling microwave irradiation and temperature
·         Polymer degradation modelling
·         Pyrolysis process study and polymer derivatives (Activated carbon, carbon fibers)
·         Manufacturing of semiconducting devices and Measurement of void formation in thin-K silicon/polymer film
·         Semiconductor devices conductivity measurements and modelling 
",783
92,Dr Pushpa Kumarapeli,https://www.kingston.ac.uk/staff/profile/dr-pushpa-kumarapeli-691/,"

The primary research interest is on the representation of primary care consultation tasks using business analysis process models to support information system solutions. This also involves investigations into techniques for data mining, observation and modelling of primary care consultation workflows, and also quality assurance and process improvements within the primary care settings. I also have experience in designing data set specifications, extraction, processing and analysis for epidemiological research projects using routinely collected clinical data. My other teaching and research interests are on information systems and services, databases, web-databases, web technologies and object oriented programming techniques.
Publications",784
93,Dr Simon Lambe,https://www.kingston.ac.uk/staff/profile/dr-simon-lambe-1088/,None,785
94,Dr Scott Lawton,https://www.kingston.ac.uk/staff/profile/dr-scott-lawton-373/,"

My research focuses on the development and application of molecular and genomic tools to provide insights into the evolutionary and ecological processes acting on pathogens, parasites and invasive species in order to inform epidemiological studies, surveillance and control. I have a ""one health"" ethos to my research and the emphasis is primarily on zoonotic parasites affecting the health of wildlife, domestic animals and people in the tropics as well as invasions and emergence of parasites, disease vectors and economically important invertebrates throughout Europe. The main goal is to disentangle the underlying evolutionary events acting on such populations ranging from the detection of speciation events through to adaptive responses to host specific pressures such as antigenic variation, host compatibility, drug resistance and environmental tolerance, and the development of molecular tools to identify and monitor the spread of such organisms. My work is not only applied to organisms of direct importance to human and animal health but also those that could impact upon food security and biodiversity conservation. The work in my lab depends heavily on molecular techniques ranging from standard PCR for species identification to next generation sequencing and major downstream bioinformatics to identify genes that regulate parasitism and act as speciation barriers coupled with field work not only for collection but for monitoring infections and invasive organisms. Currently my team and I have five overlapping research areas
 
1.     The development and application of phylogenetically sound markers and the application of phylogeographical methodologies for the monitoring and surveillance of infectious diseases and invasive species
2.     Development and application of molecular barcoding techniques to identify emerging pathogens, disease vectors and invasive invertebrates of economic importance
3.     Using large molecular sequence data sets to model population evolutionary histories in order to infer historical ecological events as well as understanding transmission and spread of infection by estimate population divergence times, modelling demographic history, gene flow between localities (including hosts and environments) as well as adaptation and speciation events
4.     The use of genomic tools including next generation sequencing technologies, postgenomic data mining and protein functional modelling approaches to identify genes and molecular markers which can be used to monitor the spread of drug resistance, antigenic variation and virulence in pathogens
5.     Development of user friendly simple bioinformatic methodologies to understand parasite host interactions from the cellular to population level and for surveillance of invasive invertebrate species Research student supervision
Main supervision

Mr Daniel Parsons

Other supervision

Miss Natasha Hirst
Miss Shradha Maharjan
Miss Ayse Merve Orme

Publications",786
95,Dr Adam Le Gresley,https://www.kingston.ac.uk/staff/profile/dr-adam-le-gresley-83/,"

My team currently consists of the following excellent researchers;

Probing redox pathways for novel antioxidants for Skin Health - funded by GSK - Postdoc - Dr Matteo Zecchini
2D NMR techniques for Skin Health products - funded by GSK - PhD Student - Cameron Robertson
Novel organic peroxide synthesis and evaluation - funded by GSK - PhD Student - Grace Broadberry
Synthesis of Anthracene-bis(acrylamido) derivatives - PhD Student - Tomris Coban
Synthesis of novel Halicholine derivatives by bi-directional reactions - PhD Student - Alex Fudger
Lipid oxidation product analysis by NMR in various heating models - PhD Student - Gilbert Ampem

I am also involved in a number of cross-faculty research projects aided by UG/PG project students.
Alumni

Dr Luke Bywaters
Dr Samerah Malik
Dr Fahmina Fardus
Dr Baljeet Kaur




 Areas of specialism

Organic Chemistry
NMR
Skin Science
Food Chemistry

Scholarly affiliations

Fellow of the Royal Society of Chemistry
Fellow of the Higher Education Academy

Research student supervision
Main supervision

Miss Grace Broadberry
Mr Alex Fudger
Mr Cameron Robertson

Other supervision

Mr Gilbert Ampem
Mr Miles Benardout
Mr Muharrem Okan Cakir

Publications",787
