names,links,research,department
Professor Stephen Kelly,https://www.hull.ac.uk/staff-directory/stephen-kelly,"

Research interests
Organic electroluminescence 
 
Organic photovoltaics 
 
Cellulose-stabilised nanocomposites 
 
Mesoporous non-oxide ceramics 
 
Semiconductor nanocrystals


Postgraduate supervision
Completed PhDs  
 
W. L. Duffy ""Novel Nematic Liquid Crystals for Display Applications"", 2000. 
 
D. D. Parghi ""Anferroelectric Liquid Crystals: Hosts and Binary Mixtures"", 2000. 
 
G. J. Richards, ""Electroluminescent Liquid Crystals for Polarised Emission"", 2001. 
 
A. J. Eastwood ""Electroluminescent Liquid Crystals for OLEDs"", 2002. 
 
J. H. Wild ""Flexoelectric Liquid Crystals for Flat Panel Display Devices"", 2002. 
 
N. L. Campbell ""Liquid Crystals for Liquid Crystal Display Devices"", 2003. 
 
C. Fang-He [Wu] ""Columnar and Polycatenar Liquid Crystals"", 2003. 
 
P. Vlachos ""Electroluminescent Heterocyclic Liquid Crystals for OLEDs"", 2003. 
 
M. P. Aldred, ""Electroluminescent Liquid Crystals for OLEDs"", 2004. 
 
N. Sultana, ""Columnar Liquid Crystals for OLEDs"", 2005. 
 
N. Aziz, ""Flexoelectric Liquid Crystals"", 2006. 
 
A. Löbbert, ""Photoalignment Layers for LCDs"", 2006. 
 
M. O. Piepenbrock, “Cadmium and Mercury Telluride: Synthesis, Properties and Potential Applications”, 2006. 
 
S. P. Kitney “Electroluminescent Liquid Crystals for OLEDs”, 2007. 
 
M. S. Dixon “The Synthesis of Liquid Crystalline Materials for Organic Semiconductor Device Applications”, 2009. 
 
J. Betts, “Microreactor synthesis of labelled polyphenols: a route to antibacterial modes of action in important hospital pathogens”, 2012. 
 
G. T. R. Chaplain, “Development of a Continuous Flow Microreactor for Chemical synthesis with In-line Catalysis, Heating and Detection ”, 2013. 
 
N. S. M. AlAhmadi “Nanoparticles/Polysaccharide Nanocomposites for Water Purification”, 2014. 
 
W. Bao “Liquid Crystalline Organic Semiconductors for Application in Opto-electronic Devices”, 2014. 
 
M. Reddy Billa, “Liquid Crystalline Organic Semiconductors for Application in Opto-electronic Devices”, 2015. 
 
S. M. Sajedin “Cellulose/Titanium Dioxide Nanocomposites and Silicon Diimide Gel as a Stationary Phase for Chromatography”, 2015.

",Faculty of Science and Engineering
Dr Igor Menezes,https://www.hull.ac.uk/staff-directory/igor-menezes,"

Research interests
Organisational psychology micro-behaviours 
Cognitive analytics and machine learning 
Psychometrics / quantitative methods 
Psychological networks 
Personality?


Postgraduate supervision
Organisational climate 
Organisational commitment / engagement 
Organisational citizenship behaviours 
Turnover intentions / reasons

","Faculty of Business, Law and Politics"
Dr Orlando Santoro,https://www.hull.ac.uk/staff-directory/orlando-santoro,"

Research interests
Orlando's main research interests are: 
1) Design and synthesis of organometallic complexes of Group IV metals bearing macrocyclic ligands; 
2) Development of Biodegradable polymers by Ring Opening Polymerisation (ROP) of cyclic esters; 
3) Use of carbon dioxide as C1 feedstock

",Faculty of Science and Engineering
Professor Nicole Pamme,https://www.hull.ac.uk/staff-directory/nicole-pamme,"

Research interests
Our research evolves around the study of microfluidic lab-on-a-chip devices, which allow precise handling of liquids at microscopic scales. Our group applies lab-on-a-chip technology for environmental analysis on-site, for clinical diagnostics at the point-of-care and the synthesis of smart materials in collaboration with Chemistry, Engineering and Biomedical Sciences.


Postgraduate supervision
Currently, we do not have any paid studentship positions advertised. 
If you have your own funding, an externally sponsored PhD studentship, or want to apply for a Research Fellowship and are interested in our research topics, please do not hesitate to contact me directly.  
 
- on-chip radiochemistry for dose-on-demand PET imaging 
- organ-on-a-chip/tissue-on-a-chip 
- point-of-care clinical diagnostics, wearable sensors 
- pathogen sorting and sensing 
- in-the-field environmental analysis, citizen science 
- droplet microfluidics

",Faculty of Science and Engineering
Dr Jane Bunting,https://www.hull.ac.uk/staff-directory/jane-bunting,"

Research interests
palaeoecology 
long term ecology 
ecology and climate change 
cultural landscapes 
environment 
environmental archaeology 
landscape ecology 
Quaternary science 
environmental change 
pollen analysis 
plant community ecology 
woodlands 
wetlands 
mires


Postgraduate supervision
Jane welcomes applications on any topic related to the use of pollen data and allied methods to reconstruct past environments - including developing methods, proof of concept, and application to archaeological, ecological or applied (e.g. conservation) problems.  These projects can be centered on working with sediment cores, on modern pollen-vegetation relationships, or on working largely with secondary data and computer models.  The HUMPOL and LandPolFlow (the MSA reconstruction approach) software suites were developed in Hull. 
 
Her own work is primarily in the northern hemisphere temperate and boreal zones, but she collaborates widely and is happy to consider projects in any part of the world. 
 
Recent PhD supervisions 
 
-  Hywel Lewis (2015 - ) (University of Bradford) - Interactions between human industry and woodland ecology in the South Pennines: 1600 - present 
 
-  Yiman Fang (2015 - 2019) - Understanding the relationships between surface pollen and vegetation in southeast China: an aid to reconstruct past vegetation dynamics during Little Ice Age (Yiman is now a post-doctoral researcher at Zhejiang University, China)

",Faculty of Science and Engineering
Dr Simon Desbruslais,https://www.hull.ac.uk/staff-directory/simon-desbruslais,"

Research interests
Performance studies 
 
Music theory and analysis 
 
Performance practice 
 
Choral music


Postgraduate supervision
I can supervise on the following broad areas: 
 
1. Performance studies 
2. Music theory and analysis 
3. Performance practice 
4. Choral music 
 
I am also involved in the Chinese Whispers project.

",Faculty of Arts Cultures and Education
Dr Dawn Wilson,https://www.hull.ac.uk/staff-directory/dawn-wilson,"

Research interests
Philosophy of photography 
Philosophy of images / Bildtheorie 
Aesthetics 
Philosophy of art 
History of analytic philosophy 
Wittgenstein


Postgraduate supervision
Philosophy of photography 
Aesthetics 
Philosophy of art 
Portraiture 
Philosophy of images and depiction 
Wittgenstein 
History of analytic philosophy

",Faculty of Arts Cultures and Education
Professor Ross Boyle,https://www.hull.ac.uk/staff-directory/ross-boyle,"

Research interests
Photochemistry and Photobiology. Photodynamic Therapy. Synthetic chemistry of porphyrins and related macrocycles. Bioconjugation. Cancer Therapies. Antimicrobial materials.

",Faculty of Science and Engineering
Mr Matt Hurwood,https://www.hull.ac.uk/staff-directory/matt-hurwood,"

Research interests
Prehospital critical care with a focus on effective trauma management. 
 
Decision making and interagency working. 
 
Mentoring and mentorship - experiential learning. 
 
Post-incident traumatic care.

",Faculty of Health Sciences
Dr Kevin Pimbblet,https://www.hull.ac.uk/staff-directory/kevin-pimbblet,"

Research interests
Primary areas 
 
- Galaxy evolution, formation, and environment over cosmologically significant timescales 
 
- Stellar populations inside galaxies and their response to their physical environment 
 
- Clusters and superclusters of galaxies, their kinematics, constituents, and growth 
 
- Star formation in galaxies, and active galactic nuclei 
 
- Brightest cluster galaxies (cD galaxies), and dwarf galaxies 
 
- Filaments of galaxies that stretch between galaxy clusters, voids, large-scale structure, and topology 
 
- Large, wide-field, and deep redshift surveys of the sky 
 
Other areas 
 
- Astronomical image processing, automated classification, machine learning 
 
- Virtual observatory, and catalogue matching and handling 
 
- Astrophysics and physics education 
 
- Dark energy, and the standard model of cosmology 
 
- Random number generation, statistics, statistical methods, game theory


Postgraduate supervision
Observational astronomy and astrophysics, with a particular focus on galaxies, galaxy evolution, galaxy formation, stellar populations of galaxies, AGN, galaxy clusters, and large-scale structure of the Universe. 
 
Completed PhDs 
 
- Charlotte Wilkinson (2015-2019) 
 
- Yjan Gordon (2015-2018) 
 
- Amelia Fraser-McKelvie (2013-2017) 
 
- Jacob Crossett (2012-2017) 
 
- Dane Kleiner (2012-2017) 
 
- Nic Bonne (2011-2015) 
 
- David Palamara (2010-2015) 
 
- Tim Dolley (2010-2015) 
 
- Richard Beare (2010-2014) 
 
- Brendan Griffen (2008-2009) 
 
- Russell Jurek (2005-2009) 
 
- Peter Firth (2005-2008) 
 
- Isaac Roseboom (2004-2007) 
 
Current PhD supervisions  
 
- Mikkel Kristensen 
 
- Mikkel Lindholmer 
 
- Lawrence Bilton 
 
- Oliver Bartlett

",Faculty of Science and Engineering
